,entity_index,entity_name,cui,cui_name
126896,126896,integral,C0443238,Integral
126897,126897,rhabdomere microvillus,C3271479,rhabdomere microvillus
126898,126898,collagen type,C0041455,collagen type I
126899,126899,nuclear stress granule,C3269112,nuclear stress granule
126900,126900,Swr1,C1969628,SRCAP gene
126901,126901,Ino80 complex,C1523491,Ino80 complex location
126902,126902,amphisome membrane,C4235618,amphisome membrane
126903,126903,RNP,C0035544,Ribonucleoproteins
126904,126904,old cell,C4235268,old cell pole
126905,126905,basal pole,C0205112,Basal
126906,126906,apical pole,C0205111,Apical
126907,126907,cell pole,C2262962,cell pole
126908,126908,basal pole,C0205112,Basal
126909,126909,separase-securin,C3896301,separase-securin complex
126910,126910,serine-type endopeptidase complex,C4327140,serine-type endopeptidase complex
126911,126911,transcriptionally,C0040649,"Transcription, Genetic"
126912,126912,transcriptionally,C0040649,"Transcription, Genetic"
126913,126913,euchromatin,C0059882,Euchromatin
126914,126914,CENP-A,C1413338,CENPA gene
126915,126915,HDA1,C2753897,HDA1 complex
126916,126916,Clr6,,
126917,126917,Snt2C complex,,
126918,126918,Rpd3L-Expanded complex,C2610865,Rpd3L-Expanded complex
126919,126919,Set3,C1414261,EDN3 gene
126920,126920,SHREC complex,C2753898,SHREC complex
126921,126921,cytosolic,C1383501,Cytoplasmic matrix
126922,126922,perisynaptic space,C4236601,perisynaptic space
126923,126923,synaptic cleft,C0682685,Synaptic cleft
126924,126924,perivitelline space,C1519017,Perivitelline Space
126925,126925,apoplast,,
126926,126926,postsynaptic,C1817671,Post-Synaptic Density
126927,126927,collagen type IV trimer,C1167363,collagen type IV location
126928,126928,Ada2/Gcn5/Ada3 transcription activator complex,C5672717,Ada2/Gcn5/Ada3 transcription activator complex
126929,126929,NSL,C3272078,NSL complex
126930,126930,MSL,C0023804,"Lipomatosis, Multiple Symmetrical"
126931,126931,basal distal,C0205112,Basal
126932,126932,basal proximal,C4691128,basal proximal dendrite
126933,126933,virogenic,C4083021,virogenic stroma
126934,126934,peristromal region,C4082184,peristromal region viral factory
126935,126935,replication,C0598312,DNA Replication
126936,126936,bacterial,C0521009,Bacterial
126937,126937,cytoplasmic,C0010834,Cytoplasm
126938,126938,cytoplasmic,C0010834,Cytoplasm
126939,126939,cytoplasmic,C0010834,Cytoplasm
126940,126940,postsynapse,C4236731,postsynapse
126941,126941,early phagosome,,
126942,126942,pexophagosome,,
126943,126943,clathrin-coated,C1167211,coated pit location
126944,126944,lateral part,C0442055,Lateral part
126945,126945,lateral wall,C0456482,Structure of lateral nasal wall
126946,126946,inhibitory,C3463820,Inhibition
126947,126947,meiotic spindle,C3268864,Meiotic Spindle Apparatus
126948,126948,mitotic spindle,C0026258,Mitotic Spindle Apparatus
126949,126949,collagen type XVIII trimer,C1527274,collagen type XVIII location
126950,126950,collagen type,C0041455,collagen type I
126951,126951,mitochondrial isocitrate dehydrogenase complex,C1166901,mitochondrial isocitrate dehydrogenase complex (NAD+)
126952,126952,succinate-CoA ligase complex,C1325689,succinate-CoA ligase complex
126953,126953,female,C0043210,Woman
126954,126954,male,C0086582,Males
126955,126955,plasma membrane,C0007603,Plasma membrane
126956,126956,mitochondrial,C0026237,Mitochondria
126957,126957,TRAPPII protein complex,C3546507,TRAPPII protein complex
126958,126958,TRAPPIII protein complex,C3546506,TRAPPIII protein complex
126959,126959,TRAPPI protein complex,C3546508,TRAPPI protein complex
126960,126960,post-lysosomal vacuole,C1819096,post-lysosomal vacuole
126961,126961,pterinosome,C2248598,pterinosome
126962,126962,cyanosome,C2248599,cyanosome
126963,126963,melanosome,C0025213,Melanosomes
126964,126964,leucosome,C2248597,leucosome
126965,126965,iridosome,C2248596,iridosome
126966,126966,epididymosome,C4236667,epididymosome
126967,126967,activin,C0050668,Activins
126968,126968,activin B complex,C1325760,activin B complex location
126969,126969,activin,C0050668,Activins
126970,126970,CTDK-1,,
126971,126971,P-TEFb,C0663446,Positive Transcriptional Elongation Factor B
126972,126972,cardiac,C0018787,Heart
126973,126973,potassium,C0032821,potassium
126974,126974,calcium,C0006675,calcium
126975,126975,vanadium-iron nitrogenase complex,C1167480,vanadium-iron nitrogenase complex
126976,126976,molybdenum-iron nitrogenase complex,C1167479,molybdenum-iron nitrogenase complex
126977,126977,iron-iron nitrogenase complex,C1167478,iron-iron nitrogenase complex
126978,126978,single-stranded DNA-dependent,C1148928,single-stranded DNA helicase activity
126979,126979,DnaB-DnaG,C3824303,DnaB-DnaG complex
126980,126980,DnaB,,
126981,126981,Holliday,C0019843,Holidays
126982,126982,succinate-CoA ligase complex,C1325689,succinate-CoA ligase complex
126983,126983,lumenal,C1551056,Units Of Measure - lumen
126984,126984,nuclear mitotic cohesin complex,C2613162,nuclear mitotic cohesin complex
126985,126985,lysosomal proton-transporting,C1156063,lysosomal transport
126986,126986,host,C1167395,Host (organism)
126987,126987,host,C1167395,Host (organism)
126988,126988,mitochondrial chromosome,C0012929,"DNA, Mitochondrial"
126989,126989,SMN,C1416797,STMN1 gene
126990,126990,Lsm1,C1426957,LSM1 gene
126991,126991,pICln-Sm protein complex,C2612866,pICln-Sm protein complex
126992,126992,Lsm2,C1422288,LSM2 gene
126993,126993,phosphatidylinositol 3-kinase complex,C1166803,phosphatidylinositol 3-kinase complex
126994,126994,phosphatidylinositol 3-kinase complex,C1166803,phosphatidylinositol 3-kinase complex
126995,126995,PAS,C0030125,aminosalicylic acid
126996,126996,amylin receptor complex,C3894478,amylin receptor complex
126997,126997,amylin receptor complex 2,C5137284,amylin receptor complex 2
126998,126998,amylin receptor complex,C3894478,amylin receptor complex
126999,126999,clathrin,C0008905,Clathrin
127000,127000,clathrin,C0008905,Clathrin
127001,127001,clathrin,C0008905,Clathrin
127002,127002,presynaptic,C3546722,presynaptic grid
127003,127003,presynaptic actin cytoskeleton,C4690300,presynaptic actin cytoskeleton
127004,127004,LDL-containing protein-lipid-RNA complex,C3896495,LDL-containing protein-lipid-RNA complex
127005,127005,HDL-containing,,
127006,127006,PKM2,C1418610,PKM gene
127007,127007,paraspeckles,C1167109,Paraspeckles
127008,127008,Gemini,C0676272,"GMNN protein, human"
127009,127009,nuclear exosome,C3824454,nuclear exosome focus
127010,127010,PML,C0023524,"Leukoencephalopathy, Progressive Multifocal"
127011,127011,cleavage body,C3156132,Cleavage Bodies
127012,127012,interchromatin,C0230547,Interchromatin granule
127013,127013,Cajal body,C0751972,Coiled Bodies
127014,127014,LYSP100-associated nuclear domain,C1263424,LYSP100-associated nuclear domain
127015,127015,nuclear dicing body,C2265579,Nuclear Dicing Bodies
127016,127016,histone locus body,C2752281,Histone Locus Bodies
127017,127017,organelle,C0029219,Organelles
127018,127018,Holliday,C0019843,Holidays
127019,127019,type II site-specific deoxyribonuclease complex,C1167515,type II site-specific deoxyribonuclease complex
127020,127020,type IV site-specific deoxyribonuclease complex,C1818919,type IV site-specific deoxyribonuclease complex
127021,127021,type III site-specific deoxyribonuclease complex,C1167516,type III site-specific deoxyribonuclease complex
127022,127022,NF-kappaB,C0079904,NF-kappa B
127023,127023,platelet-derived growth factor complex,C3824468,platelet-derived growth factor complex
127024,127024,VEGF-A complex,C3824295,VEGF-A complex
127025,127025,inner mucus,C2753460,inner mucus layer
127026,127026,outer mucus layer,C2753461,outer mucus layer
127027,127027,apicomedial cortex,C4690666,apicomedial cortex
127028,127028,cytoplasmic,C0010834,Cytoplasm
127029,127029,cytoplasmic,C0010834,Cytoplasm
127030,127030,cytoplasmic,C0010834,Cytoplasm
127031,127031,puncta,C0205330,Punctate
127032,127032,cyanelle inner membrane,C3271497,cyanelle inner membrane
127033,127033,integral,C0443238,Integral
127034,127034,galectin lattice,C5380231,galectin lattice
127035,127035,galectin complex,C4235114,galectin complex
127036,127036,acrosomal,C0001216,Acrosome
127037,127037,CHRAC,C1167088,CHRAC
127038,127038,RSF,C1708266,RSF1 wt Allele
127039,127039,NoRC,C1167125,origin recognition complex location
127040,127040,ACF,C0431406,Asymmetric crying face association
127041,127041,WICH complex,,
127042,127042,NURF,C1334914,NURF
127043,127043,CERF,C1308189,"ERF protein, human"
127044,127044,intrinsic component,C1622009,intrinsic component of membrane
127045,127045,sperm,C0037868,sperm cell
127046,127046,virion,C0042760,Virion
127047,127047,monolayer-surrounded lipid storage body,,
127048,127048,lipid droplet,C0230704,Lipid droplet
127049,127049,cytoplasmic,C0010834,Cytoplasm
127050,127050,central plaque,C0011389,Dental Plaque
127051,127051,nuclear meiotic cohesin complex,C2613163,nuclear meiotic cohesin complex
127052,127052,gamma-aminobutyric acid,C0016904,gamma-aminobutyric acid
127053,127053,Isw1a complex,,
127054,127054,Isw1b complex,C3820609,Isw1b complex
127055,127055,sodium ion-transporting,C1159690,sodium ion transport
127056,127056,sodium,C0037473,sodium
127057,127057,meiotic septin complex,C1819047,meiotic septin complex
127058,127058,mitotic septin complex,C1819046,mitotic septin complex
127059,127059,motile,C3158395,Motile Cilia
127060,127060,light-harvesting complex,C1744676,light-harvesting complex
127061,127061,light-harvesting complex,C1744676,light-harvesting complex
127062,127062,double membrane,C5380085,double membrane vesicle viral factory membrane
127063,127063,spherule,C1179067,Rod spherule
127064,127064,viral factory,C3820746,Viral Replication Compartments
127065,127065,viroplasm,C3820746,Viral Replication Compartments
127066,127066,integral,C0443238,Integral
127067,127067,integral,C0443238,Integral
127068,127068,integral,C0443238,Integral
127069,127069,Wpl/Pds5 cohesin loading/unloading complex,C4327164,Wpl/Pds5 cohesin loading/unloading complex
127070,127070,Scc2-Scc4 cohesin loading complex,C4327165,Scc2-Scc4 cohesin loading complex
127071,127071,protein phosphatase,C0031686,Protein phosphatase
127072,127072,protein phosphatase 4 complex,C1167496,protein phosphatase 4 complex
127073,127073,calcineurin complex,C1749493,calcineurin complex
127074,127074,mating,C1260875,mating
127075,127075,plasma membrane,C0007603,Plasma membrane
127076,127076,collagen type,C0041455,collagen type I
127077,127077,collagen type XXVIII trimer,C3824536,collagen type XXVIII trimer
127078,127078,collagen type VI trimer,C1167365,collagen type VI location
127079,127079,extracellular ferritin complex,C2610981,extracellular ferritin complex
127080,127080,host,C1167395,Host (organism)
127081,127081,chloroplast,C0008266,Chloroplasts
127082,127082,glutamate synthase complex,C1523505,glutamate synthase complex
127083,127083,contractile ring,C2754022,contractile ring
127084,127084,cytosolic,C1383501,Cytoplasmic matrix
127085,127085,MutLgamma complex,C3821185,MutLgamma complex
127086,127086,Set1C/COMPASS,C1325715,Set1C/COMPASS complex
127087,127087,nucleosomal,C0028623,Nucleosomes
127088,127088,MLL3/4 complex,,
127089,127089,cortical microtubule,C2262697,cortical microtubule
127090,127090,sarcoplasm,C0682566,Sarcoplasm
127091,127091,ooplasm,,
127092,127092,extrinsic,C0205101,Extrinsic
127093,127093,chloroplast,C0008266,Chloroplasts
127094,127094,IgD,C0020843,Immunoglobulin D
127095,127095,linear element,C1523478,linear element
127096,127096,synaptonemal complex,C0039066,Synaptonemal Complex
127097,127097,NADH dehydrogenase complex,C2245017,NADH dehydrogenase complex location
127098,127098,flagellum,C0016192,Flagella
127099,127099,lumenal,C1551056,Units Of Measure - lumen
127100,127100,lumenal,C1551056,Units Of Measure - lumen
127101,127101,icosahedral,C1167522,icosahedral viral capsid
127102,127102,icosahedral,C1167522,icosahedral viral capsid
127103,127103,integral,C0443238,Integral
127104,127104,H-NS complex,C3824251,H-NS complex
127105,127105,TOM,C1826706,PRPF6 gene
127106,127106,SAM complex,C1325659,SAM complex location
127107,127107,MIM complex,C5444237,Mitochondrial Import Complex
127108,127108,mitochondrial oxoglutarate dehydrogenase complex,C1166896,mitochondrial oxoglutarate dehydrogenase complex
127109,127109,chloroplast,C0008266,Chloroplasts
127110,127110,extracellular isoamylase complex,C2265491,extracellular isoamylase complex
127111,127111,ascospore-type,C2248326,ascospore-type prospore
127112,127112,endospore-forming forespore,C1622256,endospore-forming forespore
127113,127113,proteinoplast,C1621637,proteinoplast
127114,127114,elaioplast,,
127115,127115,signal recognition,C0074512,Signal Recognition Particle
127116,127116,signal recognition,C0074512,Signal Recognition Particle
127117,127117,signal recognition,C0074512,Signal Recognition Particle
127118,127118,intermediate-density,C0065063,"Lipoproteins, IDL"
127119,127119,very-low-density,C0023825,Very low density lipoprotein
127120,127120,type I pilus,C5451606,type I pilus
127121,127121,curli,C3893723,curli
127122,127122,type IV pilus,C2752415,type IV pilus
127123,127123,COPI,C0528008,Coat Protein Complex I
127124,127124,COPII,C4522225,PROMIS Psychosocial Illness Impact-Positive
127125,127125,MHC,C0024518,Major Histocompatibility Complex
127126,127126,MHC,C0024518,Major Histocompatibility Complex
127127,127127,MHC,C0024518,Major Histocompatibility Complex
127128,127128,host,C1167395,Host (organism)
127129,127129,free,C0332296,Free of (attribute)
127130,127130,junctional,C0205144,Junctional
127131,127131,fertilization envelope,C2610534,fertilization envelope
127132,127132,vitelline envelope,C2610536,vitelline envelope
127133,127133,sarcolemma,,
127134,127134,sperm,C0037868,sperm cell
127135,127135,cornified envelope,C1166776,cornified envelope
127136,127136,Golgi,C0018042,Golgi Apparatus
127137,127137,Golgi,C0018042,Golgi Apparatus
127138,127138,Golgi cis cisterna,C1166863,Golgi cis cisterna
127139,127139,dolichol-phosphate-mannose synthase complex,C2246587,dolichol-phosphate-mannose synthase complex
127140,127140,postsynaptic specialization,C4236575,postsynaptic specialization
127141,127141,postsynaptic density,C1817671,Post-Synaptic Density
127142,127142,SAS,C1426104,NANS gene
127143,127143,chloroplast,C0008266,Chloroplasts
127144,127144,proplastid,C1167002,proplastid
127145,127145,early phagosome membrane,,
127146,127146,neuronal cell,C0599444,Cell body of neuron
127147,127147,MLL1,C0919528,KMT2A gene
127148,127148,leading edge,C1621433,cell leading edge
127149,127149,leading edge,C1621433,cell leading edge
127150,127150,cytoplasmic dynein complex,C1166764,cytoplasmic dynein complex
127151,127151,cytosolic,C1383501,Cytoplasmic matrix
127152,127152,multivesicular body lumen,C3821074,multivesicular body lumen
127153,127153,Golgi cis,C0018042,Golgi Apparatus
127154,127154,Golgi,C0018042,Golgi Apparatus
127155,127155,Golgi,C0018042,Golgi Apparatus
127156,127156,NatC,C0004135,Ataxia Telangiectasia
127157,127157,NatB,C1332804,CTSB gene
127158,127158,NatA,C0067792,N-acetyltryptophanamide
127159,127159,somatic ring canal,C3821270,somatic ring canal
127160,127160,alpha-heterochromatin,C1166671,Alpha-heterochromatin
127161,127161,beta-heterochromatin,C1166672,Beta-heterochromatin
127162,127162,nephrocyte,C2328107,Nephrocyte
127163,127163,slit diaphragm,C3271545,slit diaphragm
127164,127164,cytosolic,C1383501,Cytoplasmic matrix
127165,127165,gamma-catenin-TCF7L2 complex,C2754872,gamma-catenin-TCF7L2 complex
127166,127166,beta-catenin-TCF7L2 complex,C2611092,beta-catenin-TCF7L2 complex
127167,127167,mating,C1260875,mating
127168,127168,hyphal,C0521057,Hyphae
127169,127169,septin,C2936338,Septins
127170,127170,chlamydospore septin,C1819063,chlamydospore septin filament array
127171,127171,spindle,C1166795,Spindle
127172,127172,smooth muscle contractile fiber,C1135918,"Myocytes, Smooth Muscle"
127173,127173,tricellular tight junction,C4236864,tricellular tight junction
127174,127174,nucleolus organizer region,C0028609,Nucleolus Organizer Region
127175,127175,nucleolus-associated,C3548431,nucleolus-associated heterochromatin
127176,127176,actin cytoskeleton,C0025979,Microfilaments
127177,127177,chloroplast,C0008266,Chloroplasts
127178,127178,PTEN,C0694888,PTEN gene
127179,127179,perinucleolar,C3548486,perinucleolar compartment
127180,127180,polytene chromosome chromocenter,C1166700,polytene chromosome chromocenter
127181,127181,germ plasm,C1820078,germ plasm
127182,127182,mesaxon,C3548409,mesaxon
127183,127183,Ssh1,C1450798,"SSH1 protein, human"
127184,127184,translocon,C1749476,Translocon complex
127185,127185,neuronal cell,C0599444,Cell body of neuron
127186,127186,somatic portion,C3544406,somatic portion
